,Title,Location,Company,Salary,Synopsis,Query,Metro
711,Database Analyst,"Washington, DC 20301",        Partigard,"
                $100,000 a year",            Database Analyst Job Duties:. Maintains data dictionary by revising and entering definitions. 3 years (Preferred)....,data+analyst,washington+dc
712,HR Data Analyst,"Fairfax, VA 22030",        Northern Virginia Community College,None,"            Generate reportable data; This position, as part of the Data Operations Team, has a primary focus on entering data into the HR information systems, including...",data+analyst,washington+dc
713,Jr SOC Analyst - US Citizenship Required - Continuous need,"Washington, DC","        VISUAL SOFT, INC","
                $100,000 a year","            Position:Junior Security Analyst (US Citizenship is a MUST). Shift 5 – SS 7pm to 7.30am, any two days M-F from 7pm to 3.30am....",data+analyst,washington+dc
714,Data Analyst,None,        Chenega Corporation,None,                            Perform data entry and metadata entry for electronic documents. Assist Analyst or Government Official in obtaining/collecting all documents/information to...,data+analyst,washington+dc
715,Business Intelligence Analyst,None,        Washington Metropolitan Area Transit Authority,None,"Data processing, data warehousing, and database design. Data cleansing, standardization, un-duplication; Performs data evaluation and integration;...",data+analyst,washington+dc
716,Intelligence Analyst - Entry/Mid-Level,None,        National Security Agency,"
                $45,972 - $73,105 a year","                            Entry is with a high school diploma or GED plus 7 years of relevant experience, or an Associate's degree plus 5 years of relevant experience, or a Bachelor's...",data+analyst,washington+dc
717,Industry Analyst,None,        AMT - The Association For Manufacturing Technology,"
                $70,000 a year","                            Statistics and Data Research:. Economics, statistics, survey techniques, data analytics; Master’s degree in business, finance, accounting, statistics or...",data+analyst,washington+dc
718,Data Analyst,None,        Callahan & Associates,None,"                            Hands on experience as a data analyst. Maintain data documentation. Assist on projects related to data collection systems, data analytics etc....",data+analyst,washington+dc
719,Product Modeling Analyst,None,        GEICO,None,"                            Statistical Modeling Analyst. Our GEICO Statistical Modeling Analysts earn a starting annual salary between the mid-$60,000s - $70,000 / year....",data+analyst,washington+dc
720,Data Analyst,"Alexandria, VA",        The Motley Fool,None,"            You’ll work with our Motley team of BI analysts, data scientists, marketers, designers, product managers, and customer experience experts to bring new insights....",data+analyst,washington+dc
721,Data Analyst/Architect,"Washington, DC 20005 (Logan Circle area)",        IMTAS,None,"            Works in a data warehouse environment, which includes data design, database architecture, and metadata repository creation....",data+analyst,washington+dc
722,Data Analyst (Jr. Level),"Washington, DC 20003 (Capitol Hill area)",        Alion Science and Technology,None,            Processes and maintains an inventory of all incoming and outgoing technical data to provide recommendations on addressing data quality issues....,data+analyst,washington+dc
723,Data Analyst - FD,"Reston, VA 20190",        SyApps LLC,None,"            Perform any necessary data mapping and data lineage activities, documents information flows. Assist manager in establishing data security guidelines for data...",data+analyst,washington+dc
724,Data Analyst,"Washington, DC 20011 (Catholic University-Brookland area)",        Mary's Center,None,"            The Data Analyst is responsible for running routine quality and outcomes reports, responding the requests for data, producing routine patient panels for chronic...",data+analyst,washington+dc
725,REMEDY Data Analyst-ACTIVE SECRET CLEARANCE,"Pentagon, DC",        Intellect Solutions,"
                $60,000 - $75,000 a year",            5 years (Required). PLEASE DO NOT REPLY unless you have an ACTIVE SECURITY CLEARANCE SECRET....,data+analyst,washington+dc
726,Data Analyst,"Washington, DC 20005 (Logan Circle area)",        AVALON Consulting,None,            The Avalon Consulting Group is seeking a Data Analyst with excellent quantitative skills to provide effective data solutions for Avalon's fundraising teams....,data+analyst,washington+dc
727,Database Analyst,"Washington, DC 20301",        Partigard,"
                $100,000 a year",            Database Analyst Job Duties:. Maintains data dictionary by revising and entering definitions. 3 years (Preferred)....,data+analyst,washington+dc
728,HR Data Analyst,"Fairfax, VA 22030",        Northern Virginia Community College,None,"            Generate reportable data; This position, as part of the Data Operations Team, has a primary focus on entering data into the HR information systems, including...",data+analyst,washington+dc
729,Jr SOC Analyst - US Citizenship Required - Continuous need,"Washington, DC","        VISUAL SOFT, INC","
                $100,000 a year","            Position:Junior Security Analyst (US Citizenship is a MUST). Shift 5 – SS 7pm to 7.30am, any two days M-F from 7pm to 3.30am....",data+analyst,washington+dc
