,Title,Location,Company,Salary,Synopsis
748,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
749,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
750,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
751,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
752,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
753,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
754,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
755,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
756,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
757,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
758,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
759,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
760,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
761,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
762,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
